8|1|aaa|1|1|1|1|1|1250
8|2|bbb|1|1|1|1|1|1250
8|3||0|0|0|0|0|0
8|4||0|0|0|0|0|0
8|5||0|0|0|0|0|0
8|6||0|0|0|0|0|0
8|7||0|0|0|0|0|0
9|1||0|0|0|0|0|0
9|2||0|0|0|0|0|0
9|3||0|0|0|0|0|0
9|4||0|0|0|0|0|0
9|5||0|0|0|0|0|0
9|6||0|0|0|0|0|0
9|7||0|0|0|0|0|0
10|1||0|0|0|0|0|0
10|2||0|0|0|0|0|0
10|3||0|0|0|0|0|0
11|1||0|0|0|0|0|0
183|1||0|0|0|0|0|0
183|2||0|0|0|0|0|0
183|3||0|0|0|0|0|0
183|4||0|0|0|0|0|0
183|5||0|0|0|0|0|0
183|6||0|0|0|0|0|0
183|7||0|0|0|0|0|0
183|8||0|0|0|0|0|0
183|9||0|0|0|0|0|0
183|10||0|0|0|0|0|0
183|11||0|0|0|0|0|0
183|12||0|0|0|0|0|0
183|13||0|0|0|0|0|0
183|14||0|0|0|0|0|0
183|15||0|0|0|0|0|0
183|16||0|0|0|0|0|0
183|17||0|0|0|0|0|0
183|18||0|0|0|0|0|0
183|19||0|0|0|0|0|0
183|20||0|0|0|0|0|0
1001|1||0|0|0|0|0|0
1001|2||0|0|0|0|0|0
1001|3||0|0|0|0|0|0
1001|4||0|0|0|0|0|0
1001|5||0|0|0|0|0|0
1002|1||0|0|0|0|0|0
1002|2||0|0|0|0|0|0
1002|3||0|0|0|0|0|0
1002|4||0|0|0|0|0|0
1002|5||0|0|0|0|0|0
